mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.56,"8 km SW of Volcano, Hawaii",1692085495820,1692086872750,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526662,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526662&format=geojson,,,,,reviewed,0,5,hv,73526662,",hv73526662,",",hv,",",origin,phase-data,",16.0,,0.06,113.0,md,earthquake,"M 0.6 - 8 km SW of Volcano, Hawaii"
0.33,"7 km SW of Volcano, Hawaii",1692085477670,1692096632790,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526657,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526657&format=geojson,,,,,reviewed,0,2,hv,73526657,",hv73526657,",",hv,",",origin,phase-data,",16.0,,0.1,43.0,md,earthquake,"M 0.3 - 7 km SW of Volcano, Hawaii"
0.54,"Island of Hawaii, Hawaii",1692085242970,1692085993260,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526642,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526642&format=geojson,,,,,reviewed,0,4,hv,73526642,",hv73526642,",",hv,",",origin,phase-data,",17.0,,0.08,50.0,md,earthquake,"M 0.5 - Island of Hawaii, Hawaii"
1.31,"7 km W of Cobb, CA",1692085200500,1692135074330,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924306,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924306&format=geojson,,,,,reviewed,0,26,nc,73924306,",nc73924306,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",49.0,0.01095,0.03,33.0,md,earthquake,"M 1.3 - 7 km W of Cobb, CA"
1.14,"9 km W of Round Valley, CA",1692084746410,1692141078898,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924301,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924301&format=geojson,,,,,reviewed,0,20,nc,73924301,",nc73924301,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.1586,0.07,214.0,md,earthquake,"M 1.1 - 9 km W of Round Valley, CA"
0.9,"10 km WNW of Point Possession, Alaska",1692084588509,1692084696327,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afjc4ua,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afjc4ua&format=geojson,,,,,automatic,0,12,ak,023afjc4ua,",ak023afjc4ua,",",ak,",",origin,phase-data,",,,0.17,,ml,earthquake,"M 0.9 - 10 km WNW of Point Possession, Alaska"
0.72,"8 km SW of Volcano, Hawaii",1692083925130,1692084912710,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526597,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526597&format=geojson,,,,,reviewed,0,8,hv,73526597,",hv73526597,",",hv,",",origin,phase-data,",18.0,,0.09,69.0,md,earthquake,"M 0.7 - 8 km SW of Volcano, Hawaii"
1.8,"0 km N of Nordheim, Texas",1692083892394,1692128747879,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023pxmd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023pxmd&format=geojson,,,,,reviewed,0,50,tx,2023pxmd,",tx2023pxmd,",",tx,",",origin,phase-data,",14.0,0.06595402646,0.3,116.0,ml,earthquake,"M 1.8 - 0 km N of Nordheim, Texas"
1.8,"40 km SE of Ugashik, Alaska",1692083738354,1692083823700,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afj9417,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afj9417&format=geojson,,,,,automatic,0,50,ak,023afj9417,",ak023afj9417,",",ak,",",origin,phase-data,",,,0.14,,ml,earthquake,"M 1.8 - 40 km SE of Ugashik, Alaska"
1.9,"58 km SE of King Salmon, Alaska",1692083660664,1692083764612,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afj8v0u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afj8v0u&format=geojson,,,,,automatic,0,56,ak,023afj8v0u,",ak023afj8v0u,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.9 - 58 km SE of King Salmon, Alaska"
2.4,"64 km SE of King Salmon, Alaska",1692083660484,1692084368474,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afj8uxs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afj8uxs&format=geojson,,,,,automatic,0,89,ak,023afj8uxs,",ak023afj8uxs,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 2.4 - 64 km SE of King Salmon, Alaska"
0.34,"Island of Hawaii, Hawaii",1692083655080,1692084579550,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526592,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526592&format=geojson,,,,,reviewed,0,2,hv,73526592,",hv73526592,",",hv,",",origin,phase-data,",13.0,,0.08,156.0,md,earthquake,"M 0.3 - Island of Hawaii, Hawaii"
0.54,"7 km SW of Volcano, Hawaii",1692083463390,1692085123640,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526587,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526587&format=geojson,,,,,reviewed,0,4,hv,73526587,",hv73526587,",",hv,",",origin,phase-data,",15.0,,0.07,67.0,md,earthquake,"M 0.5 - 7 km SW of Volcano, Hawaii"
-0.21,"79 km W of Salamatof, Alaska",1692083329320,1692215572320,,https://earthquake.usgs.gov/earthquakes/eventpage/av92002156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92002156&format=geojson,,,,,reviewed,0,0,av,92002156,",av92002156,",",av,",",origin,phase-data,",4.0,,0.29,311.0,ml,earthquake,"M -0.2 - 79 km W of Salamatof, Alaska"
0.55,"7 km SW of Volcano, Hawaii",1692083291150,1692085425820,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526577,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526577&format=geojson,,,,,reviewed,0,5,hv,73526577,",hv73526577,",",hv,",",origin,phase-data,",16.0,,0.06,66.0,md,earthquake,"M 0.6 - 7 km SW of Volcano, Hawaii"
3.8,"133 km NNE of Vieques, Puerto Rico",1692083237060,1692104391040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023227000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2023227000&format=geojson,,,,,reviewed,0,222,pr,2023227000,",us6000l01q,pr2023227000,",",us,pr,",",origin,phase-data,",19.0,1.2422,0.27,261.0,md,earthquake,"M 3.8 - 133 km NNE of Vieques, Puerto Rico"
0.34,"7 km SW of Volcano, Hawaii",1692083194980,1692085697830,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526572,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526572&format=geojson,,,,,reviewed,0,2,hv,73526572,",hv73526572,",",hv,",",origin,phase-data,",13.0,,0.08,63.0,md,earthquake,"M 0.3 - 7 km SW of Volcano, Hawaii"
5.2,"55 km N of Santa Rosa, Peru",1692083192528,1692084324040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000l01r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000l01r&format=geojson,,,,,reviewed,0,416,us,6000l01r,",us6000l01r,",",us,",",origin,phase-data,",74.0,2.527,0.61,83.0,mb,earthquake,"M 5.2 - 55 km N of Santa Rosa, Peru"
0.57,"7 km SW of Volcano, Hawaii",1692083061300,1692086370660,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526567,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526567&format=geojson,,,,,reviewed,0,5,hv,73526567,",hv73526567,",",hv,",",origin,phase-data,",13.0,,0.08,72.0,md,earthquake,"M 0.6 - 7 km SW of Volcano, Hawaii"
2.0,"37 km ESE of Bear Creek, Alaska",1692082871956,1692082985050,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afj61yz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afj61yz&format=geojson,,,,,automatic,0,62,ak,023afj61yz,",ak023afj61yz,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 2.0 - 37 km ESE of Bear Creek, Alaska"
0.56,"Island of Hawaii, Hawaii",1692082480770,1692214456650,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526537,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526537&format=geojson,,,,,reviewed,0,5,hv,73526537,",hv73526537,",",hv,",",origin,phase-data,",11.0,,0.1,161.0,md,earthquake,"M 0.6 - Island of Hawaii, Hawaii"
4.4,"94 km NW of San Antonio de los Cobres, Argentina",1692082401701,1692084105040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000l01l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000l01l&format=geojson,,,,,reviewed,0,298,us,6000l01l,",us6000l01l,",",us,",",origin,phase-data,",30.0,1.268,0.61,68.0,mwr,earthquake,"M 4.4 - 94 km NW of San Antonio de los Cobres, Argentina"
1.52,"7 km SW of Volcano, Hawaii",1692082148830,1692213825150,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526517,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526517&format=geojson,,,,,reviewed,0,36,hv,73526517,",hv73526517,",",hv,",",origin,phase-data,",16.0,,0.12,69.0,ml,earthquake,"M 1.5 - 7 km SW of Volcano, Hawaii"
1.4,"61 km ESE of Denali Park, Alaska",1692081500558,1692081611316,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afiskiv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afiskiv&format=geojson,,,,,automatic,0,30,ak,023afiskiv,",ak023afiskiv,",",ak,",",origin,phase-data,",,,0.89,,ml,earthquake,"M 1.4 - 61 km ESE of Denali Park, Alaska"
2.07,"18 km WNW of Willow Creek, CA",1692081153980,1692290770729,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924291,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924291&format=geojson,,,,,reviewed,0,66,nc,73924291,",nc73924291,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.1444,0.12,93.0,md,earthquake,"M 2.1 - 18 km WNW of Willow Creek, CA"
-0.19,"84 km NNW of Karluk, Alaska",1692080613280,1692214647130,,https://earthquake.usgs.gov/earthquakes/eventpage/av92002141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92002141&format=geojson,,,,,reviewed,0,0,av,92002141,",av92002141,",",av,",",origin,phase-data,",9.0,,0.11,98.0,ml,earthquake,"M -0.2 - 84 km NNW of Karluk, Alaska"
0.75,"7 km SW of Volcano, Hawaii",1692080529220,1692082606720,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526477,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526477&format=geojson,,,,,reviewed,0,9,hv,73526477,",hv73526477,",",hv,",",origin,phase-data,",15.0,,0.08,60.0,md,earthquake,"M 0.8 - 7 km SW of Volcano, Hawaii"
2.21,"3 km WSW of McLeansville, North Carolina",1692080522290,1692198870707,,https://earthquake.usgs.gov/earthquakes/eventpage/se60501018,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=se60501018&format=geojson,11.0,3.3,,,reviewed,0,79,se,60501018,",us6000l01m,se60501018,",",us,se,",",dyfi,origin,phase-data,",13.0,0.561,0.36,103.0,md,earthquake,"M 2.2 - 3 km WSW of McLeansville, North Carolina"
2.25,"4 km WSW of McLeansville, North Carolina",1692080352570,1692222996576,,https://earthquake.usgs.gov/earthquakes/eventpage/se60545181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=se60545181&format=geojson,86.0,4.8,,,reviewed,0,119,se,60545181,",se60545181,us6000l01f,",",se,us,",",dyfi,origin,phase-data,",14.0,0.5672,0.32,60.0,md,earthquake,"M 2.3 - 4 km WSW of McLeansville, North Carolina"
0.73,"7 km SW of Volcano, Hawaii",1692080174710,1692081039460,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526457&format=geojson,,,,,reviewed,0,8,hv,73526457,",hv73526457,",",hv,",",origin,phase-data,",13.0,,0.07,145.0,md,earthquake,"M 0.7 - 7 km SW of Volcano, Hawaii"
0.67,"15 km W of Searles Valley, CA",1692079912990,1692108733377,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40537104,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40537104&format=geojson,,,,,reviewed,0,7,ci,40537104,",ci40537104,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.1551,0.16,113.0,ml,earthquake,"M 0.7 - 15 km W of Searles Valley, CA"
0.19,Washington,1692079876320,1692114431790,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61941362,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61941362&format=geojson,,,,,reviewed,0,1,uw,61941362,",uw61941362,",",uw,",",origin,phase-data,",8.0,0.00182,0.09,108.0,ml,earthquake,M 0.2 - Washington
1.62,"7 km SW of Volcano, Hawaii",1692079481670,1692084029440,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526447&format=geojson,,,,,reviewed,0,40,hv,73526447,",hv73526447,",",hv,",",origin,phase-data,",16.0,,0.08,53.0,ml,earthquake,"M 1.6 - 7 km SW of Volcano, Hawaii"
1.97,"7 km SW of Volcano, Hawaii",1692079467740,1692083551790,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526442&format=geojson,,,,,reviewed,0,60,hv,73526442,",hv73526442,",",hv,",",origin,phase-data,",25.0,,0.1,50.0,ml,earthquake,"M 2.0 - 7 km SW of Volcano, Hawaii"
1.75,"7 km SW of Volcano, Hawaii",1692079015810,1692080719130,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526437,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526437&format=geojson,,,,,reviewed,0,47,hv,73526437,",hv73526437,",",hv,",",origin,phase-data,",26.0,,0.11,39.0,ml,earthquake,"M 1.8 - 7 km SW of Volcano, Hawaii"
1.32,,1692079003460,1692080115910,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526432,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526432&format=geojson,,,,,reviewed,0,27,hv,73526432,",hv73526432,",",hv,",",origin,phase-data,",23.0,,0.08,50.0,ml,earthquake,M 1.3 - 
2.6,"41 km NW of Valdez, Alaska",1692078362569,1692079108040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afi8t9g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afi8t9g&format=geojson,,,,,automatic,0,104,ak,023afi8t9g,",us6000l019,ak023afi8t9g,",",us,ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 2.6 - 41 km NW of Valdez, Alaska"
0.61,"7 km SW of Volcano, Hawaii",1692078230990,1692079124350,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526417,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526417&format=geojson,,,,,reviewed,0,6,hv,73526417,",hv73526417,",",hv,",",origin,phase-data,",16.0,,0.08,46.0,md,earthquake,"M 0.6 - 7 km SW of Volcano, Hawaii"
0.41,"1 km WNW of The Geysers, CA",1692077960360,1692288506726,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924286,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924286&format=geojson,,,,,reviewed,0,3,nc,73924286,",nc73924286,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.009662,0.03,73.0,md,earthquake,"M 0.4 - 1 km WNW of The Geysers, CA"
0.78,"7 km NW of The Geysers, CA",1692077774150,1692079694562,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924281,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924281&format=geojson,,,,,automatic,0,9,nc,73924281,",nc73924281,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.004862,0.01,73.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA"
0.68,"7 km SW of Volcano, Hawaii",1692077619730,1692078719680,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526407,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526407&format=geojson,,,,,reviewed,0,7,hv,73526407,",hv73526407,",",hv,",",origin,phase-data,",16.0,,0.1,39.0,md,earthquake,"M 0.7 - 7 km SW of Volcano, Hawaii"
0.62,,1692077531230,1692213394530,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526402,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526402&format=geojson,,,,,reviewed,0,6,hv,73526402,",hv73526402,",",hv,",",origin,phase-data,",15.0,,0.09,58.0,md,earthquake,M 0.6 - 
1.91,"8 km SW of Volcano, Hawaii",1692077244020,1692077580510,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526397,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526397&format=geojson,,,,,automatic,0,56,hv,73526397,",hv73526397,",",hv,",",origin,phase-data,",7.0,,0.0500000007,114.0,ml,earthquake,"M 1.9 - 8 km SW of Volcano, Hawaii"
1.85,"7 km SW of Volcano, Hawaii",1692077243210,1692213009930,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526392,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526392&format=geojson,,,,,reviewed,0,53,hv,73526392,",hv73526392,",",hv,",",origin,phase-data,",18.0,,0.08,53.0,ml,earthquake,"M 1.9 - 7 km SW of Volcano, Hawaii"
0.52,"7 km SW of Volcano, Hawaii",1692077190200,1692212747790,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526387&format=geojson,,,,,reviewed,0,4,hv,73526387,",hv73526387,",",hv,",",origin,phase-data,",13.0,,0.08,110.0,md,earthquake,"M 0.5 - 7 km SW of Volcano, Hawaii"
1.07,"7 km SW of Volcano, Hawaii",1692077099340,1692211956220,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526382&format=geojson,,,,,reviewed,0,18,hv,73526382,",hv73526382,",",hv,",",origin,phase-data,",15.0,,0.13,105.0,md,earthquake,"M 1.1 - 7 km SW of Volcano, Hawaii"
0.5,"7 km SW of Volcano, Hawaii",1692076741480,1692211621960,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526377&format=geojson,,,,,reviewed,0,4,hv,73526377,",hv73526377,",",hv,",",origin,phase-data,",15.0,,0.07,64.0,md,earthquake,"M 0.5 - 7 km SW of Volcano, Hawaii"
0.75,"7 km SW of Volcano, Hawaii",1692076628410,1692211235760,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526372,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526372&format=geojson,,,,,reviewed,0,9,hv,73526372,",hv73526372,",",hv,",",origin,phase-data,",16.0,,0.07,64.0,md,earthquake,"M 0.8 - 7 km SW of Volcano, Hawaii"
0.97,"4 km S of Parkdale, Oregon",1692076476290,1692112332480,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61941352,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61941352&format=geojson,,,,,reviewed,0,14,uw,61941352,",uw61941352,",",uw,",",origin,phase-data,",10.0,0.05616,0.08,216.0,ml,earthquake,"M 1.0 - 4 km S of Parkdale, Oregon"
1.13,"1 km N of The Geysers, CA",1692076460730,1692149654706,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924276,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924276&format=geojson,,,,,reviewed,0,20,nc,73924276,",nc73924276,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.0143,0.05,39.0,md,earthquake,"M 1.1 - 1 km N of The Geysers, CA"
0.97,"6 km SW of Volcano, Hawaii",1692075898510,1692210378710,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526362,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526362&format=geojson,,,,,reviewed,0,14,hv,73526362,",hv73526362,",",hv,",",origin,phase-data,",14.0,,0.12,48.0,md,earthquake,"M 1.0 - 6 km SW of Volcano, Hawaii"
1.4,Southern Alaska,1692075889762,1692076060337,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afhzwpt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afhzwpt&format=geojson,,,,,automatic,0,30,ak,023afhzwpt,",ak023afhzwpt,",",ak,",",origin,phase-data,",,,0.8,,ml,earthquake,M 1.4 - Southern Alaska
1.77,,1692075574850,1692209805790,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526347&format=geojson,,,,,reviewed,0,48,hv,73526347,",hv73526347,",",hv,",",origin,phase-data,",14.0,,0.07,57.0,md,earthquake,M 1.8 - 
0.56,"Island of Hawaii, Hawaii",1692075526140,1692209352030,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526342,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526342&format=geojson,,,,,reviewed,0,5,hv,73526342,",hv73526342,",",hv,",",origin,phase-data,",9.0,,0.04,108.0,md,earthquake,"M 0.6 - Island of Hawaii, Hawaii"
1.87,"6 km N of Calumet, Oklahoma",1692075444679,1692194592517,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023pxhn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023pxhn&format=geojson,,,,,reviewed,0,54,ok,2023pxhn,",ok2023pxhn,",",ok,",",origin,phase-data,",85.0,0.09268181267,0.24,41.0,ml,earthquake,"M 1.9 - 6 km N of Calumet, Oklahoma"
1.72,"10 km WSW of Benton City, Washington",1692075233400,1692111749120,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61941347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61941347&format=geojson,,,,,reviewed,0,46,uw,61941347,",uw61941347,",",uw,",",origin,phase-data,",22.0,0.06017,0.06,138.0,ml,earthquake,"M 1.7 - 10 km WSW of Benton City, Washington"
1.48,"5 km S of Eufaula, Oklahoma",1692075141940,1692193590920,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023pxhi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023pxhi&format=geojson,,,,,reviewed,0,34,ok,2023pxhi,",ok2023pxhi,",",ok,",",origin,phase-data,",53.0,0.1007802235,0.36,53.0,ml,earthquake,"M 1.5 - 5 km S of Eufaula, Oklahoma"
2.2,"7 km SW of Volcano, Hawaii",1692074965510,1692075672420,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526327&format=geojson,,,,,reviewed,0,74,hv,73526327,",hv73526327,",",hv,",",origin,phase-data,",19.0,,0.08,56.0,ml,earthquake,"M 2.2 - 7 km SW of Volcano, Hawaii"
-0.37,,1692074693180,1692213953480,,https://earthquake.usgs.gov/earthquakes/eventpage/av92002061,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92002061&format=geojson,,,,,reviewed,0,0,av,92002061,",av92002061,",",av,",",origin,phase-data,",4.0,,0.15,260.0,ml,earthquake,M -0.4 - 
1.33,"7 km NNE of Calumet, Oklahoma",1692074685850,1692191419713,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023pxhc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023pxhc&format=geojson,,,,,reviewed,0,27,ok,2023pxhc,",ok2023pxhc,",",ok,",",origin,phase-data,",71.0,0.1025798703,0.53,42.0,ml,earthquake,"M 1.3 - 7 km NNE of Calumet, Oklahoma"
1.23,"7 km ENE of Hidden Valley Lake, CA",1692074658500,1692087440310,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924266&format=geojson,,,,,reviewed,0,23,nc,73924266,",nc73924266,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.03103,0.11,46.0,md,earthquake,"M 1.2 - 7 km ENE of Hidden Valley Lake, CA"
1.65,,1692074637930,1692147078000,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526317,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526317&format=geojson,,,,,reviewed,0,42,hv,73526317,",hv73526317,",",hv,",",origin,phase-data,",16.0,,0.11,45.0,ml,earthquake,M 1.7 - 
1.85,"Island of Hawaii, Hawaii",1692074395210,1692146468270,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526307,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526307&format=geojson,,,,,reviewed,0,53,hv,73526307,",hv73526307,",",hv,",",origin,phase-data,",19.0,,0.12,64.0,ml,earthquake,"M 1.9 - Island of Hawaii, Hawaii"
2.41,"11 km SE of Pāhala, Hawaii",1692074076300,1692233649040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526297,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526297&format=geojson,,,,,automatic,0,89,hv,73526297,",us6000l00t,hv73526297,",",us,hv,",",origin,phase-data,",48.0,,0.119999997,181.0,ml,earthquake,"M 2.4 - 11 km SE of Pāhala, Hawaii"
4.0,southern Peru,1692074027992,1692231328040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000l00u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000l00u&format=geojson,,,,,reviewed,0,246,us,6000l00u,",us6000l00u,",",us,",",origin,phase-data,",15.0,4.111,0.45,145.0,mb,earthquake,M 4.0 - southern Peru
0.55,"25 km SW of Ocotillo Wells, CA",1692073720470,1692108471357,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40537096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40537096&format=geojson,,,,,reviewed,0,5,ci,40537096,",ci40537096,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.01269,0.16,55.0,ml,earthquake,"M 0.6 - 25 km SW of Ocotillo Wells, CA"
1.18,"72 km NNE of Chignik, Alaska",1692073585830,1692212450560,,https://earthquake.usgs.gov/earthquakes/eventpage/av91113403,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91113403&format=geojson,,,,,reviewed,0,21,av,91113403,",av91113403,",",av,",",origin,phase-data,",4.0,,0.06,268.0,ml,earthquake,"M 1.2 - 72 km NNE of Chignik, Alaska"
0.87,"72 km NNE of Chignik, Alaska",1692073573370,1692212278500,,https://earthquake.usgs.gov/earthquakes/eventpage/av92002041,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92002041&format=geojson,,,,,reviewed,0,12,av,92002041,",av92002041,",",av,",",origin,phase-data,",5.0,,0.06,258.0,ml,earthquake,"M 0.9 - 72 km NNE of Chignik, Alaska"
0.54,"7 km SW of Volcano, Hawaii",1692073409470,1692145977180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73526277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73526277&format=geojson,,,,,reviewed,0,4,hv,73526277,",hv73526277,",",hv,",",origin,phase-data,",12.0,,0.08,68.0,md,earthquake,"M 0.5 - 7 km SW of Volcano, Hawaii"
